module output,emotion,label
"Cute, quaint, simple, honest",Neutral,Neutral
The chicken was deliciously seasoned and had the perfect fry on the outside and moist chicken on the inside,love,Positive
"The food was great as always, compliments to the chef.",love,Positive
Special thanks to Dylan T. for the recommendation on what to order :) All yummy for my tummy.,love,Positive
Awesome selection of beer,love,Positive
Great food and awesome service!,love,Positive
"One nice thing was that they added gratuity on the bill since our party was larger than 6 or 8, and they didn't expect more tip than that",neutral,positive
A FLY was in my apple juice.. A FLY!!!!!!!!,anger,Negative
The Han Nan Chicken was also very tasty,happiness,positive
"As for the service, I thought it was good.",Neutral,Neutral
"The food was barely lukewarm, so it must have been sitting waiting for the server to bring it out to us.",sadness,Negative
Ryan's Bar is definitely one Edinburgh establishment I won't be revisiting.,sadness,Negative
Nicest Chinese restaurant I've been in a while,happiness,Positive
"Overall, I like there food and the service.",happiness,Positive
They also now serve Indian naan bread with hummus and some spicy pine nut sauce that was out of this world,Neutral,Neutral
"Probably never coming back, and wouldn't recommend it.",sadness,Negative
"Friend's pasta -- also bad, he barely touched it",sadness,Negative
"Try them in the airport to experience some tasty food and speedy, friendly service.",happines,Positive
I love the decor with the Chinese calligraphy wall paper,happiness,Positive
Never had anything to complain about here,happiness,Positive
The restaurant is very clean and has a family restaurant feel to it,happiness,Positive
It was way over fried.,sadness,Negative
I'm not sure how long we stood there but it was long enough for me to begin to feel awkwardly out of place,sadness,Negative
"When I opened the sandwich, I was impressed, but not in a good way.",Neutral,Neutral
Will not be back!,sadness,Negative
There was a warm feeling with the service and I felt like their guest for a special treat.,happiness,Positive
An extensive menu provides lots of options for breakfast,Neutral,Neutral
"I always order from the vegetarian menu during dinner, which has a wide array of options to choose from",Neutral,Neutral
"I have watched their prices inflate, portions get smaller and management attitudes grow rapidly!",sadness,Negative
Wonderful lil tapas and the ambience made me feel all warm and fuzzy inside.,happiness,Positive
"I got to enjoy the seafood salad, with a fabulous vinegrette",happiness,Positive
"The wontons were thin, not thick and chewy, almost melt in your mouth",sadness,Negative
"Level 5 spicy was perfect, where spice didn't over-whelm the soup.",happiness,Positive
We were sat right on time and our server from the get go was FANTASTIC!,happiness,Positive
"Main thing I didn't enjoy is that the crowd is of older crowd, around mid 30s and up.",Neutral,Neutral
"When I'm on this side of town, this will definitely be a spot I'll hit up again!",happiness,Positive
I had to wait over 30 minutes to get my drink and longer to get 2 arepas.,sadness,Negative
This is a GREAT place to eat!,love,Positive
The service was poor and thats being nice.,Neutral,Neutral
The jalapeno bacon is soooo good.,love,Positive
"Food was good, service was good, Prices were good.",love,Positive
The place was not clean and the food oh so stale!,sadness,Negative
"The chicken dishes are OK, the beef is like shoe leather",Neutral,Neutral
But the service was beyond bad.,sadness,Negative
"I'm so happiness to be here!!!""",happiness,Positive
Tasted like dirt,sadness,Negative
One of the few places in Phoenix that I would definately go back to again,happiness,Positive
The block was amazing,happiness,Positive
"It's close to my house, it's low-key, non-fancy, affordable prices, good food.",happiness,Positive
* Both the Hot & Sour & the Egg Flower Soups were absolutely 5 Stars!,happiness,Positive
My sashimi was poor quality being soggy and tasteless,sadness,Negative
Great time - family dinner on a Sunday night,happiness,Positive
"he food is not tasty at all, not to say its ""real traditional Hunan style"".",Neutral,Neutral
"What did bother me, was the slow service.",sadness,Negative
The flair bartenders are absolutely amazing!,happiness,Positive
Their frozen margaritas are WAY too sugary for my taste.,sadness,Negative
These were so good we ordered them twice.,happiness,Positive
So in a nutshell: 1) The restaraunt smells like a combination of a dirty fish market and a sewer,sadness,Negative
My girlfriend's veal was very bad.,sadness,Negative
"Unfortunately, it was not good.",sadness,Negative
I had a pretty satifying experience.,happiness,Positive
Join the club and get awesome offers via email.,happiness,Positive
"Perfect for someone (me) who only likes beer ice cold, or in this case, even colder.",Neutral,Neutral
Bland and flavorless is a good way of describing the barely tepid meat.,sadness,Negative
"The chains, which I'm no fan of, beat this place easily.",sadness,Negative
The nachos are a MUST HAVE!,happiness,Positive
We will not be coming back.,sadness,Negative
"I don't have very many words to say about this place, but it does everything pretty well.",Neutral,Neutral
"The staff is super nice and very quick even with the crazy crowds of the downtown juries, lawyers, and court staff",Neutral,positive
"Great atmosphere, friendly and fast service.",happiness,Positive
When I received my Pita it was huge it did have a lot of meat in it so thumbs up there.,happiness,Positive
Once your food arrives it's meh.,sadness,Negative
Paying $7.85 for a hot dog and fries that looks like it came out of a kid's meal at the Wienerschnitzel is not my idea of a good meal.,sadness,Negative
The classic Maine Lobster Roll was fantastic.,happiness,Positive
"My brother in law who works at the mall ate here same day, and guess what he was sick all night too",sadness,Negative
So good I am going to have to review this place twice - once hereas a tribute to the place and once as a tribute to an event held here last night.,happiness,positive
"The chips and salsa were really good, the salsa was very fresh",happiness,Positive
This place is great!!!!!!!!!!!!!!,happiness,Positive
Mediocre food.,Neutral,Neutral
Once you get inside you'll be impressed with the place.,happiness,Positive
I'm super pissed,sadness,Negative
And service was super friendly.,happiness,Positive
Why are these sad little vegetables so overcooked?,sadness,Negative
This place was such a nice surprise!,happiness,Positive
They were golden-crispy and delicious.,happiness,Positive
"I had high hopes for this place since the burgers are cooked over a charcoal grill, but unfortunately the taste fell flat, way flat.",sadness,Negative
I could eat their bruschetta all day it is devine,happiness,Positive
Not a single employee came out to see if we were OK or even needed a water refill once they finally served us our food,sadness,Negative
"Lastly, the mozzarella sticks, they were the best thing we ordered.",happiness,Positive
"The first time I ever came here I had an amazing experience, I still tell people how awesome the duck was.",happiness,Positive
The server was very negligent of our needs and made us feel very unwelcome... I would not suggest this place!,sadness,Negative
The service was terrible though.,sadness,Negative
"This place is overpriced, not consistent with their boba, and it really is OVERPRICED!",sadness,Negative
It was packed!!,sadness,Negative
I love this place.,happiness,Positive
I can say that the desserts were yummy.,happiness,Positive
The food was terrible.,sadness,Negative
The seasonal fruit was fresh white peach puree.,happiness,Positive
It kept getting worse and worse so now I'm officially done.,sadness,Negative
This place should honestly be blown up.,sadness,Negative
But I definitely would not eat here again,sadness,Negative
Do not waste your money here!,sadness,Negative
I love that they put their food in nice plastic containers as opPositiveed to cramming it in little paper takeout boxes.,happiness,Positive
The crêpe was delicate and thin and moist.,happiness,Positive
Awful service.,sadness,Negative
Won't ever go here again.,sadness,Negative
Food quality has been horrible.,sadness,Negative
For that price I can think of a few place I would have much rather gone,sadness,Negative
The service here is fair at best.,Neutral,Neutral
"I do love sushi, but I found Kabuki to be over-priced, over-hip and under-services.",Neutral,Neutral
Do yourself a favor and stay away from this dish.,sadness,Negative
Very poor service,sadness,Negative
No one at the table thought the food was above average or worth the wait that we had for it,sadness,Negative
"Best service and food ever, Maria our server was so good and friendly she made our day",happiness,Positive
They were excellent.,happiness,Positive
I paid the bill but did not tip because I felt the server did a terrible job.,sadness,Negative
Just had lunch here and had a great experience,happiness,Positive
I have never had such bland food which surprised me considering the article we read focused so much on their spices and flavor.,sadness,Negative
Food is way overpriced and portions are fucking small.,sadness,Negative
I recently tried Caballero's and I have been back every week since!,happiness,Positive
"for 40 bucks a head, i really expect better food.",sadness,Negative
The food came out at a good pace.,happiness,Positive
"I ate there twice on my last visit, and especially enjoyed the salmon salad.",happiness,Positive
I won't be back.,sadness,Negative
We could not believe how dirty the oysters were!,sadness,Negative
This place deserves no stars.,sadness,Negative
I would not recommend this place.,happiness,Positive
"In fact I'm going to round up to 4 stars, just because she was so awesome.",happiness,Positive
"To my disbelief, each dish qualified as the worst version of these foods I have ever tasted.",sadness,Negative
"Bad day or not, I have a very low tolerance for rude customer service people, it is your job to be nice and polite, wash dishes otherwise!!",sadness,Negative
the potatoes were great and so was the biscuit.,happiness,Positive
I probably would not go here again.,sadness,Negative
So flavorful and has just the perfect amount of heat.,happiness,Positive
The price is reasonable and the service is great.,happiness,Positive
"The Wife hated her meal (coconut shrimp), and our friends really did not enjoy their meals, either",sadness,Negative
My fella got the huevos rancheros and they didn't look too appealing.,sadness,Negative
"Went in for happiness hour, great list of wines.",happiness,Positive
Some may say this buffet is pricey but I think you get what you pay for and this place you are getting quite a lot!,Neutral,Neutral
I probably won't be coming back here.,sadness,Negative
Worst food/service I've had in a while.,sadness,Negative
"This place is pretty good, nice little vibe in the restaurant.",happiness,Positive
Talk about great customer service of course we will be back.,happiness,Positive
"Hot dishes are not hot, cold dishes are close to room temp.I watched staff prepare food with BARE HANDS, no gloves.Everything is deep fried in oil.",sadness,Negative
I love their fries and their beans.,happiness,Positive
Always a pleasure dealing with him,happiness,Negative
"They have a plethora of salads and sandwiches, and everything I've tried gets my seal of approval",happiness,Positive
This place is awesome if you want something light and healthy during the summer.,happiness,Positive
"For sushi on the Strip, this is the place to go.",happiness,Positive
"The service was great, even the manager came and helped with our table.",happiness,Positive
The feel of the dining room was more college cooking course than high class dining and the service was slow at best,sadness,Negative
"I started this review with two stars, but I'm editing it to give it only one.",sadness,Negative
this is the worst sushi i have ever eat besides Costco's.,sadness,Negative
"All in all an excellent restaurant highlighted by great service, a unique menu, and a beautiful setting.",love,Positive
My boyfriend and i sat at the bar and had a completely delightful experience,love,Positive
Weird vibe from owners.,sadness,Neutral
There was hardly any meat,sadness,Negative
I've had better bagels from the grocery store.,Neutral,Neutral
Go To Place for Gyros.,Neutral,Neutral
"I love the owner/chef, his one authentic Japanese cool dude!",love,Positive
"Now the burgers aren't as good, the pizza which used to be amazing is doughy and flavorless.",sadness,Negative
I found a six inch long piece of wire in my salsa,sadness,Negative
"The service was terrible, food was mediocre",sadness,Negative
We definately enjoyed ourselves.,love,Positive
I ordered Albondigas soup - which was just warm - and tasted like tomato soup with frozen meatballs.,sadness,Negative
"On three different occasions I asked for well done or medium well, and all three times I got the bloodiest piece of meat on my plate",sadness,Negative
I had about two bites and refused to eat anymore.,sadness,Negative
The service was extremely slow.,sadness,Negative
"After 20 minutes wait, I got a table.",sadness,Negative
Seriously killer hot chai latte.,sadness,Negative
"No allergy warnings on the menu, and the waitress had absolutely no clue as to which meals did or did not contain peanuts.",sadness,Negative
My boyfriend tried the Mediterranean Chicken Salad and fell in love.,love,Positive
Their rotating beers on tap is also a highlight of this place,happiness,Positive
Pricing is a bit of a concern at Mellow Mushroom.,Neutral,Neutral
Worst Thai ever,sadness,Negative
If you stay in Vegas you must get breakfast here at least once.,happiness,Positive
I want to first say our server was great and we had perfect service,happiness,Positive
The pizza selections are good.,love,Positive
"I had strawberry tea, which was good.",Neutral,Positive
Highly unprofessional and rude to a loyal patron!,anger,Negative
"Overall, a great experience.",happiness,Positive
Spend your money elsewhere.,Neutral,Negative
Their regular toasted bread was equally satisfying with the occasional pats of butter... Mmmm,sadness,Negative
The Buffet at Bellagio was far from what I anticipated.,sadness,Negative
"And the drinks are WEAK, people!",hate,Negative
#NAME?,sadness,Negative
"Also, I feel like the chips are bought, not made in house.",Neutral,Neutral
After the disappointing dinner we went elsewhere for dessert.,sadness,Negative
The chips and sals a here is amazing!!!!!!!!!!!!!!!!!!!,happiness,Positive
We won't be returning.,sadness,Negative
This is my new fav Vegas buffet spot,happiness,Positive
I seriously cannot believe that the owner has so many unexperienced employees that all are running around like chickens with their heads cut off,sadness,Negative
"Very, very sad.",sadness,Negative
"i felt insulted and disrespected, how could you talk and judge another human being like that?",sadness,Negative
"How can you call yourself a steakhouse if you can't properly cook a steak, I don't understand!",sadness,Negative
I'm not impressed with the concept or the food,sadness,Negative
The only thing I wasn't too crazy about was their guacamole as I don't like it puréed.,sadness,Negative
"There is really nothing for me at Positivetinos, hope your experience is better",sadness,Negative
I got food poisoning here at the buffet,sadness,Negative
They brought a fresh batch of fries and I was thinking yay something warm but no!,sadness,Negative
"What SHOULD have been a hilarious, yummy Christmas Eve dinner to remember was the biggest fail of the entire trip for us.",sadness,Negative
"Needless to say, I won't be going back anytime soon.",sadness,Negative
This place is disgusting!,anger,Negative
"Every time I eat here, I see caring teamwork to a professional degree.",happiness,Positive
The RI style calamari was a joke,sadness,Negative
"However, there was so much garlic in the fondue, it was barely edible",sadness,Negative
"I could barely stomach the meal, but didn't complain because it was a business lunch.",sadness,Negative
"It was so bad, I had lost the heart to finish it.",sadness,Negative
It also took her forever to bring us the check when we asked for it.,sadness,Negative
We aren't ones to make a scene at restaurants but I just don't get it...definitely lost the love after this one!,Neutral,Neutral
Disappointing experience.,sadness,Negative
"The food is about on par with Denny's, which is to say, not good at all.",sadness,Negative
"If you want to wait for mediocre food and downright terrible service, then this is the place for you",sadness,Negative
WAAAAAAyyyyyyyyyy over rated is all I am saying.,anger,Negative
We won't be going back.,sadness,Negative
The place was fairly clean but the food simply wasn't worth it.,sadness,Negative
This place lacked style!!,sadness,Negative
"The sangria was about half of a glass wine full and was $12, ridiculous.",anger,Negative
Don't bother coming here,sadness,Negative
"The meat was pretty dry, I had the sliced brisket and pulled pork",sadness,Negative
"The building itself seems pretty neat; the bathroom is pretty trippy, but I wouldn't eat here again",sadness,Negative
It was equally awful.,sadness,Negative
Probably not in a hurry to go back.,sadness,Negative
very slow at seating even with reservation.,sadness,Negative
Not good by any stretch of the imagination,sadness,Negative
The cashew cream sauce was bland and the vegetables were undercooked.,sadness,Negative
"The chipolte ranch dipping sause was tasteless, seemed thin and watered down with no heat",sadness,Negative
"It was a bit too sweet, not really spicy enough, and lacked flavor",sadness,Negative
I was VERY disappointed!!,anger,Negative
This place is horrible and way overpriced,sadness,Negative
"Maybe it's just their Vegetarian fare, but I've been twice and I thought it was average at best.",sadness,Negative
It wasn't busy at all and now we know why.,sadness,Negative
The tables outside are also dirty a lot of the time and the workers are not always friendly and helpful with the menu,sadness,Negative
"The ambiance here did not feel like a buffet setting, but more of a douchey indoor garden for tea and biscuits.",Neutral,positive
Con: spotty service,sadness,Negative
"The fries were not hot, and neither was my burger.",sadness,Negative
But then they came back cold.,sadness,Negative
"Then our food came out, disappointment ensued",sadness,Negative
The real disappointment was our waiter.,sadness,Negative
My husband said she was very rude... did not even apologize for the bad food or anything,anger,Negative
The only reason to eat here would be to fill up before a night of binge drinking just to get some carbs in your stomach,sadness,Negative
"Insults, profound deuchebaggery, and had to go outside for a smoke break while serving just to solidify it.",sadness,Negative
If someone orders two tacos don't' you think it may be part of customer service to ask if it is combo or ala cart,sadness,Negative
She was quite disappointed although some blame needs to be placed at her door.,sadness,Negative
After all the rave reviews I couldn't wait to eat here......what a disappointment,sadness,Negative
Del Taco is pretty nasty and should be avoided if Positivesible,sadness,Negative
It's NOT hard to make a decent hamburger.,Neutral,Neutral
But I don't like it.,sadness,Negative
Hell no will I go back,neutral,Negative
We've have gotten a much better service from the pizza place next door than the services we received from this restaurant.,sadness,Negative
"I don't know what the big deal is about this place, but I won't be back ""ya'all"".",sadness,Negative
I immediately said I wanted to talk to the manager but I did not want to talk to the guy who was doing shots of fireball behind the bar,sadness,Negative
The ambiance isn't much better.,sadness,Negative
"Unfortunately, it only set us up for disapppointment with our entrees",sadness,Negative
The food wasn't good.,sadness,Negative
"Your servers suck, wait, correction, our server Heimer sucked",sadness,Negative
What happened next was pretty....off putting.,sadness,Negative
"too bad cause I know it's family owned, I really wanted to like this place.",Neutral,Neutral
Overpriced for what you are getting,sadness,Negative
I vomited in the bathroom mid lunch,sadness,Negative
"I kept looking at the time and it had soon become 35 minutes, yet still no food.",hate,Negative
"I have been to very few places to eat that under no circumstances would I ever return to, and this tops the list.",sadness,Negative
We started with the tuna sashimi which was brownish in color and obviously wasn't fresh,sadness,Negative
Food was below average.,sadness,Negative
It sure does beat the nachos at the movies but I would expect a little bit more coming from a restaurant,Neutral,Neutral
"All in all, Ha Long Bay was a bit of a flop",sadness,Negative
The problem I have is that they charge $11.99 for a sandwich that is no bigger than a Subway sub (which offers better and more amount of vegetables).,sadness,Negative
Shrimp- When I unwrapped it (I live only 1/2 a mile from Brushfire) it was literally ice cold,sadness,Negative
"It lacked flavor, seemed undercooked, and dry.",sadness,Negative
It really is impressive that the place hasn't closed down.,sadness,Negative
I would avoid this place if you are staying in the Mirage,sadness,Negative
The refried beans that came with my meal were dried out and crusty and the food was bland.,sadness,Negative
Spend your money and time some place else.,sadness,Negative
A lady at the table next to us found a live green caterpillar In her salad,sadness,Negative
the presentation of the food was awful.,sadness,Negative
I can't tell you how disappointed I was,sadness,Negative
I think food should have flavor and texture and both were lacking,sadness,Negative
Appetite instantly gone.,happiness,Positive
Overall I was not impressed and would not go back.,sadness,Negative
"The whole experience was underwhelming, and I think we'll just go to Ninja Sushi next time.",happiness,Positive
"Then, as if I hadn't wasted enough of my life there, they poured salt in the wound by drawing out the time it took to bring the check",Neutral,Neutral
What is your name?,Neutral,Neutral
When did he leave,Neutral,Neutral
Where did he go,Neutral,Neutral
Which colour do you want,Neutral,Neutral
Whom did you see,Neutral,Neutral
Who opened the door,Neutral,Neutral
Whos are these keys,Neutral,Neutral
Whose turn is it,Neutral,Neutral
Why do you say that,Neutral,Neutral
Why don't I help you,Neutral,Neutral
How was your exam,Neutral,Neutral
How does this work,Neutral,Neutral
How far is pattaya from bangkok,Neutral,Neutral
How long will it take,Neutral,Neutral
How many cars are there,Neutral,Neutral
How much money do you have,Neutral,Neutral
How old are you,Neutral,Neutral
How come I can't see her,Neutral,Neutral
For an introduction read Neural Networks by Kevin Gurney. He puts great emphasis on conceptual understanding.,Neutral,Neutral
"For further studies there is Neural Networks by Simon Haykin, which has the mathematics.",Neutral,Neutral
It is the story of a man in a mid-western town and a full description of every person he has ever met in the town.,Neutral,Neutral
"They say to write what you know, but keep in mind that plot is EVERYTHING, without one you are just meandering about frustrating your reader.",Neutral,Neutral
Readers of Dean Koontz's Frankenstein have been anticipating the final volume in the series for years.,Neutral,Neutral
"Released late last month, Dead and Alive wraps up the author's modernization of the Frankenstein story four years later than originally planned.",Neutral,Neutral
Reasons for the delay include Koontz's dislike of working with co-authors (both of whose names have been dropped from new printings of books one and two) to the effect of the real-life Hurricane Katrina on the story's New Orleans setting.,Neutral,Neutral
They would have been just as appropriately armed with rubber-band guns and paper clips.,Neutral,Neutral
He even sets up a possible sequel and makes a connection to his popular Odd Thomas series.,Neutral,Neutral
I used to wait in anticipation for the next Scarpetta novel to come out.,Neutral,Neutral
"Mortimer's ""How to read a book"" is a 400 page saga on rules of reading literature, science, maths, history and poetry.",Neutral,Neutral
"I am sure that when it was first published in 1940s, it was the ground breaking first book ever that taught people how to read.",Neutral,Neutral
Its analysis on different levels of reading and types of books must have sounded very revealing to readers.,Neutral,Neutral
"Since you are interested in this book, I would assume that you read a lot of lessons and are mainly looking for something that will increase your speed, this will increase your anxiety.",Neutral,Neutral
The book starts with the Goals of Reading and quickly moves on to different levels of reading,Neutral,Neutral
"In a nutshell all that Mortimer wants to communicate is that there are 2 types of reading, one that you do for entertainment and one for aquiring information or understanding.",Neutral,Neutral
"In both cases, it pays to be an active reader",Neutral,Neutral
"To become an active reader, you have to follow these simple rules",Neutral,Neutral
"Look for the theme, crux of the book",Neutral,Neutral
"Look for outline, structure or organization of the book",Neutral,Neutral
Understand what author is trying to say,Neutral,Neutral
What arguments he gives to support himself,Neutral,Neutral
Arguments against what he wants to disprove,Neutral,Neutral
Terms and language he uses,Neutral,Neutral
This is pretty much the summary of the book.,Neutral,Neutral
It took me an hour to go through first 50 pages as I was really trying to give this book enough time.,Neutral,Neutral
Having just finished a long journey,Relief,Neutral
"To compare is, of course, patently unfair.",Neutral,Neutral
"Every writer has his or her own writing style, but some styles are simply inappropriate for certain genres.",Neutral,Neutral
"Don't get me wrong I love Shakespere, but I read it when I'm in the mood for it.",Neutral,Neutral
"When I'm in the mood for Star Wars, I want Star Wars. What's wrong with the plot?",Neutral,Neutral
"Not to worry, BH has a better idea.",Neutral,Neutral
Very early on in the book Luke gets injured.,Neutral,Neutral
Over the next 150 or so pages Luke encounters some very trivial obstacles,Neutral,Neutral
About every 4 or 5 pages we are told,Neutral,Neutral
Riiight.,Neutral,Neutral
Of any kind!,Neutral,Neutral
If you read this because its Star Wars try to do an experiment or borrow one,Neutral,Neutral
Why did I pick up this book,Neutral,Neutral
because the cover caught my eye and I'm always interested in urban fantasy novels where the main protagonist is male,Neutral,Neutral
So that really peaked my interest.,Neutral,Neutral
I mean you want readers to come back for the rest of the series right,Neutral,Neutral
Santiago of Spain vs.,Neutral,Neutral
Anne of Avonlea It is an odd coincidence that I was three books into the Anne of Avonlea series when I picked up The Alchemist to read.,Neutral,Neutral
I know that they are completely different genres but I couldn't help but compare the two stories,Neutral,Neutral
"There were so many similarities in the characters and message, but the writings were worlds apart",Neutral,Neutral
I know that The Alchemist was not written as a novel and you can't compare the writing styles of the authors,Neutral,Neutral
Santiago and Anne were both educated locally until about the age of 16,Neutral,Neutral
They both love to read and have dreams,Neutral,Neutral
"Santiago wants to travel and see the world, he becomes a shepherd with an inheritance from his father",Neutral,Neutral
Anne wants to further her education and become a teacher and is able to attend Queens Academy with the help of her adopted family,Neutral,Neutral
"While a shepherd, Santiago has a recurring dream about finding a treasure near the Pyramids in Egypt",Neutral,Neutral
As a student Anne dreams of going to Redmond College,Neutral,Neutral
With the help of good omens both are allowed to follow their dreams,Neutral,Neutral
Santiago's good omens appear in the form of a gypsy and a king who help him interpret his dream and encourage him to follow it to Egypt,Neutral,Neutral
He makes it to Tangiers where he is robbed of his money and is forced to find employment with a crystal merchant,Neutral,Neutral
Hence he is delayed a year in continuing his Personal Legend,Neutral,Neutral
Anne is blessed by fate,Neutral,Neutral
"Anne on the other hand, feels sorrow over the lost opportunity",Neutral,Neutral
"After saving up enough money to return to Spain, Santiago finds the desire to again follow his dream and joins a caravan going to Egypt",Neutral,Neutral
"While traveling to Egypt by caravan, Santiago befriends an Englishman who teaches him about alchemy",Neutral,Neutral
Santiago also learns much about listening to his heart and leaning the universal language of all things.,Neutral,Neutral
"She makes friends, and is in tune with her own inner self and with nature around her",Neutral,Neutral
 While at college Anne makes the most of the opportunites available there,Neutral,Neutral
Good things seem to happen to both characters,Neutral,Neutral
This is the universe conspiring to help them fulfill their Personal Legend,Neutral,Neutral
Santiago finds love when he meets Fatima at the oasis where he is delayed in his journey,Neutral,Neutral
He also meets the alchemist who teaches him about the ways of the world and leads him to the Pyramids where he ultimately finds where his treasure really is,Neutral,Neutral
Anne also finds the love of her life also not where she was expecting it,Neutral,Neutral
They both find that their treasure was much closer to home than either of them ever,Neutral,Neutral
Now for the differences,Neutral,Neutral
"In Anne's story, the beauty was in the journey",Neutral,Neutral
"She found so much to be grateful for every day, in every little thing",Neutral,Neutral
The writing of LM Montgomery was exceptional,Neutral,Neutral
While reading these three books,Neutral,Neutral
I didn't get the sense that Anne was teaching me about pursuing my own dreams,Neutral,Neutral
About once every four pages,Neutral,Neutral
But personally I much prefer the writing of LM Montgomery over Paulo Coelho,Neutral,Neutral
"Hmmm. Warning, this book is violent",Neutral,Neutral
Blood spurting,Neutral,Neutral
I don't think this is going in the school library,Neutral,Neutral
I wish Paolini spent more time on developing his characters as he did with the endless battle scenes,Neutral,Neutral
This book was different,Neutral,Neutral
"For instance, in the last CD he spends a significant amount of time talking about why only one parent should work because it's better on the kids",Neutral,Neutral
He also goes on and on about how to be an asset to your company so you will get raises and not get laid off,Neutral,Neutral
This is the type of CD that you will only listen to once so I highly recommend checking it out at your local library and saving the cash,Neutral,Neutral
"After all, you do want to cut down on debt",Neutral,Neutral
a story of an autistic teenager who is excellent with numbers and has a photographic memory but lacks communication skills,Neutral,Neutral
His view of the world is simple,Neutral,Neutral
"if it is not true, it is a lie",Neutral,Neutral
"If he doesn't know a person, he shouldn't talk to him or her",Neutral,Neutral
"If it is yellow or brown, it can't be touched",Neutral,Neutral
"And nobody, not his father, not even his mother can touch him",Neutral,Neutral
"When Fifteen-year-old Christopher John Francis Boone finds a murdered dog in his neighbors's frontyard, he picks him up instinctively",Neutral,Neutral
That is because he likes dogs,Neutral,Neutral
The neighbor assumes that he has killed the dog and from there begins a long and difficult journey to find the killer and erase the mystery.,Neutral,Neutral
"However, in doing so, Christopher finds more than he had bargained for",Neutral,Neutral
His simple autistic mind cannot comprehend why anybody would kill a dog,Neutral,Neutral
Does he make it,Neutral,Neutral
What happens to the killer of the dog,Neutral,Neutral
What was the secret about his mother,Neutral,Neutral
Read a few pages before you buy it,Neutral,Neutral
The reason why this book can't be rated a 5 star is because people expect a little more from an author of Time to Kill,Neutral,Neutral
Conclusion Readable if you have nothing else to read ,Neutral,Neutral
When narrator sees an advertisement in a newspaper that claims that a master is seeking students who would like to save the world,Neutral,Neutral
"However, for some reason, he still goes to see the so called master",Neutral,Neutral
What he finds there terrifies and surprises him,Neutral,Neutral
"But as he begins interacting with the master, Ishmael, he begins to realize that this is what he had been looking for all his life",Neutral,Neutral
"While we, the humans, homo sapien sapien, the most corrupt of all species, have regarded earth as land to be conquered and ruled",Neutral,Neutral
So why the 3 stars,Neutral,Neutral
"I have read Richard Bach, Dalai Lama and numberous other religous and philosophical texts",Neutral,Neutral
I have found that every author presents his or her view on life and evolution and future of mankind,Neutral,Neutral
But this is the world according to him,Neutral,Neutral
What is true for one man is not always true for rest of us,Neutral,Neutral
Did you know the Pilgrim's wouldn't have been starving if they knew how to fish,Neutral,Neutral
I think he feels that we should be forced to think that I think not for ourselves,Neutral,Neutral
I think it is wrong to kill an animal unless you need it,Neutral,Neutral
What about killing animals that are getting in the way of your crops,Neutral,Neutral
I don't know,Neutral,Neutral
Such as wolves after chickens,Neutral,Neutral
Right now I am reading books about the craft of acting,Neutral,Neutral
I am learning on my spare time at home about acting in general,Neutral,Neutral
"During his time in Chechnya, the author seems to have grown quite affectionate toward the Chechens",Neutral,Neutral
"This book is not for beginners, but few Yale publishings are",Neutral,Neutral
Beginnners should look for a Chechnya book from a mass-market publisher,Neutral,Neutral
Those hardworking Blacks who wanted nothing more than to make the best life they could by the productivity of their own hands,Neutral,Neutral
This work of historical fiction explores the experiences of the women in relation to their men as well as the relationships between the women,Neutral,Neutral
The first half of the book,Neutral,Neutral
"Jacob's four wives: their love for the same man, their conflicts, and the bond between sisters and women.",Neutral,Neutral
Dinah's story ends with a vivid accent.,Neutral,Neutral
Dinah dies surrounded by loved ones and returns to her waiting mothers,Neutral,Neutral
The grammar does not assume knowledge of other semitic languages,Neutral,Neutral
You should at least be familiar with the semitic verb system,Neutral,Neutral
have killed his father years ago,Hate,Negative
Zombie strippers,Neutral,Neutral
"Actually, if done properly, it can be a good concept",Neutral,Neutral
There were only a few things running against it being truly good,Neutral,Neutral
I keep asking myself that,Neutral,Neutral
"I have been bellydancing and performing with it for a few years,and I knew better-but I had to buy it",Neutral,Neutral
during the dance moves,Neutral,Neutral
It only takes a minute to do this,Neutral,Neutral
it is important to properly execute some of the moves,Neutral,Neutral
The only problem is that belly dance is an actual art form and takes a lot of training to execute,Neutral,Neutral
I understand completely that this is marketed as an exercise video,Neutral,Neutral
To teach Middle Eastern dance in any form-a real dance video,Neutral,Neutral
The film begins with the funeral,Neutral,Neutral
The three buddies,Neutral,Neutral
The next morning,Neutral,Neutral
In fact if feels like a glimpse of The Gimp sequence,Neutral,Neutral
The young man,Neutral,Neutral
Along for the ride are the atypical stock characters,Neutral,Neutral
Submitted for your approval,Neutral,Neutral
Sadly these will be the last fond memories Jonathan will treasure,Neutral,Neutral
Namely how we the living try to comprehend the world of the dead and the afterlife,Neutral,Neutral
She gives him three cars,Neutral,Neutral
Maybe because I had such high expectations because of da Ali,Neutral,Neutral
but they has to keep it real,Neutral,Neutral
Conquest of Space came out about 5 years after Destination Moon which was another George Pal production,Neutral,Neutral
The story takes place what looks to be about 1965,Neutral,Neutral
They are later told that the ship is to be sent on a mission to the planet Mars,Neutral,Neutral
They spend the better part of a year trying to survive until the orbit of Mars is close enough to return to earth,Neutral,Neutral
Naturally this sudden invite causes some alarm for all parties involved shaking up the ecosystem he has preserved,Neutral,Neutral
I bought two of these,Neutral,Neutral
I bought this unit hoping to archive my old personal VHS tapes,Neutral,Neutral
